"source_id"	"author"	"title"	"pub_place"	"publisher"	"pub_date"	"gender"	"gender_guess"	"ethnicity"	"occupation"	"occupation_free"	"state_born"	"state_main"	"state_died"	"born"	"died"	"words"
"Wright2-0844"	"Eggleston, Edward"	"The mystery of Metropolisville"	"New York"	"O. Judd & Co."	1873	"M"	0	"White"	"Church"	"Minister"	"IN"	"IN"	"NY"	1837	1902	80193
"Wright2-0845"	"Eggleston, George Cary"	"A man of honor"	"New York"	"Orange Judd Co."	1873	"M"	1							1839	1911	47294
"Wright2-0847"	"Elder, William"	"Periscopics, or, Current subjects extemporaneously treated"	"New York"	"J.C. Derby"	1854	"M"	1							1806	1885	118335
"Wright2-0851"	"Elemjay, Louise."	"Rising young men"	"New York"	"J.F. Trow"	1859	"F"	1									47445
"Wright2-0852"	"Fielding, James E."	"Elizabeth Masters, the doubly affianced"	"Philadelphia"	"Barclay"	1859	"M"	1									9081
"Wright2-0855"	"Ellet, E. F."	"Love in a maze, or, The debutante's disenchantment"	"New York"	"Beadle and Adams"	1865	"F"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1818	1877	86645
"Wright2-0856"	"Ellet, E. F."	"Nouvellettes of the musicians"	"New York"	"Cornish, Lamport"	1851	"F"	0	"White"	"Education"	"Historian"	"NY"	"NY"	"NY"	1818	1877	114850
"Wright2-0858"	"Elliot, Samuel H."	"Dreams and realities in the life of a pastor and teacher"	"New York"	"J.C. Derby"	1856	"M"	0	"White"	"Church"	"Minister"	"VT"	"CT"	"CT"	1809	1869	99327
"Wright2-0860"	"Elliot, Samuel H."	"The parish-side"	"New York"	"Mason"	1854	"M"	0	"White"	"Church"	"Minister"	"VT"	"CT"	"CT"	1809	1869	60476
"Wright2-0861"	"Elliott, Charles Wyllys"	"Wind and whirlwind"	"New York"	"Putnam"	1868	"M"	0	"White"	"Agriculture-Land"	"Horticulturist"	"CT"	"MA"	"MA"	1817	1883	73397
"Wright2-0862"	"Janvrin, Mary W."	"Peace, or, The stolen will!"	"Boston"	"J. French"	1857	"F"	0	"White"			"NH"		"MA"	1830	1870	113526
"Wright2-0865"	"Emerson, N. S."	"The history of Dungeon Rock"	"Boston"	"[Adams & Co.]"	1856	"F"	0							1840	1884	19514
"Wright2-0866"	"Emery, E. B."	"Queens"	"Boston"	"Estes & Lauriat"	1872											78000
"Wright2-0872"	"Anonymous"	"Esperanza"	"Cincinnati"	"V. Nicholson"	1860											120689
"Wright2-0873"	"Anonymous"	"Estelle Grant, or, The lost wife"	"New York"	"J.S. Smith"	1855											113438
"Wright2-0874"	"Estvan, Mathilde."	"Harry Delaware, or, An American in Germany"	"New York"	"G.P. Putnam"	1872	"F"	1									74871
"Wright2-0876"	"Evans, W. F."	"The happy islands, or, Paradise restored"	"Boston"	"H.V. Degen"	1860	"M"	0									64569
"Wright2-0877"	"Anonymous"	"The eventful lives of Helen and Charlotte Lenoxa"	"Memphis"	"A.R. Orton"	1853											13109
"Wright2-0878"	"Fabens, Joseph Warren"	"The camel hunt"	"Boston"	"J. Munroe"	1851	"M"	0	"White"			"MA"	"MA"	"NJ"	1821	1875	55148
"Wright2-0879"	"Fabens, Joseph Warren"	"In the tropics"	"New York"	"Carleton"	1863	"M"	0	"White"			"MA"	"MA"	"NJ"	1821	1875	53714
"Wright2-0880"	"Fabens, Joseph Warren"	"The Prince of Kashna"	"New York"	"Carleton"	1866	"M"	0	"White"			"MA"	"MA"	"NJ"	1821	1875	93271
"Wright2-0885"	"Newbrough, J. B."	"The fall of Fort Sumter, or, Love and war in 1860-61"	"New York"	"F.A. Brady"	1867	"M"	0									131430
"Wright2-0886"	"Farmer, P. W., Mrs."	"Louisa Williams, or The orphan bound-girl"	"Cincinnati"	"Farmer"	1859	"F"	1									29119
"Wright2-0887"	"Farnham, Eliza Woodson Burhans"	"The ideal attained"	"New York"	"C.M. Plumb"	1865	"F"	0	"White"	"Politics-Government-Activism"	"Activist"	"NY"	"NY"	"NY"	1815	1864	147284
"Wright2-0890"	"Anonymous"	"The Fatal secret, or, Crime and retribution!"	"New York"	"A.F. Joy"	1852											14831
"Wright2-0891"	"Fawcett, Edgar"	"Purple and fine linen"	"New York"	"G.W. Carleton"	1873	"M"	0	"White"	"Writer"	"Writer"	"NY"	"NY"	"England"	1847	1904	132641
"Wright2-0892"	"Fay, Alice."	"Lily Bell, or, The lost child"	"Boston"	"J. French"	1857	"F"	1									87198
"Wright2-0893"	"Anonymous"	"Fearful adventures in Pennsylvania's wilds, or, The startling narrative of Adelaide Lane"	"Philadelphia"	"Barclay"	1857											13115
"Wright2-0894"	"Anonymous"	"The female skeptic, or, Faith triumphant"	"New York"	"R.M. De Witt"	1859											163476
"Wright2-0895"	"Anonymous"	"The Female volunteer, or, The life, and wonderful adventures of Miss Eliza Allen, a young lady of Eastport, Maine."		"[s.n.]"	1851											22130
"Wright2-0896"	"Field, Ada M."	"Altha, or, Shells from the strand"	"Boston"	"J. French"	1856	"F"	1									56510
"Wright2-0899"	"Fields, Annie"	"Asphodel"	"Boston"	"Ticknor and Fields"	1866	"F"	0	"White"	"Writer"	"Writer"	"MA"	"MA"	"MA"	1834	1915	33115
"Wright2-0913"	"Fleming, May Agnes"	"A mad marriage"	"New York"	"G.W. Carleton"	1875	"F"	0	"White"	"Writer"	"Writer"	"Canada"	"NY"	"NY"	1840	1880	150803
"Wright2-0917"	"Fleming, May Agnes"	"Silver star, or, The mystery of Fontelle Hall"	"New York"	"F.A. Brady"	1861	"F"	0	"White"	"Writer"	"Writer"	"Canada"	"NY"	"NY"	1840	1880	124680
"Wright2-0918"	"Fleming, May Agnes"	"Sybil Campbell, or, The queen of the isle"	"New York"	"Beadle"	1861	"F"	0	"White"	"Writer"	"Writer"	"Canada"	"NY"	"NY"	1840	1880	109345
"Wright2-0919"	"Fleming, May Agnes"	"A terrible secret"	"New York"	"G.W. Carleton"	1874	"F"	0	"White"	"Writer"	"Writer"	"Canada"	"NY"	"NY"	1840	1880	147789
"Wright2-0920"	"Fleming, May Agnes"	"Victoria, or, The heiress of Castle Cliffe"	"New York"	"F.A. Brady"	1862	"F"	0	"White"	"Writer"	"Writer"	"Canada"	"NY"	"NY"	1840	1880	111307
"Wright2-0942"	"Blount, Margaret."	"A dangerous woman"	"New York"	"F.A. Brady"	1858	"F"	1									64547
"Wright2-0945"	"Blount, Margaret."	"Kitty Atherton, or, A broken life"	"New York"	"F.A. Brady"	1863	"F"	1									59130
"Wright2-0958"	"Anonymous"	"The Frontiersmen"	"New York"	"Stringer & Townsend"	1854											72268
"Wright2-0964"	"Fuller, Edwin W."	"Sea-gift"	"New York"	"E. J. Hale"	1873	"M"	0	"White"	"Business-Trade"	"Merchant"	"NC"	"NC"	"NC"	1847	1875	135557
"Wright2-0971"	"Gage, Frances Dana"	"Elsie Magoon, or, The old still-house in the hollow"	"Philadelphia"	"Lippincott"	1867	"F"	0	"White"	"Politics-Government-Activism"	"Activist"	"OH"	"OH"	"CT"	1808	1884	78729
"Wright2-0972"	"Gage, Frances Dana"	"Gertie's sacrifice, or, Glimpses at two lives"	"New York"	"National Temperance Society and Publication House"	1869	"F"	0	"White"	"Politics-Government-Activism"	"Activist"	"OH"	"OH"	"CT"	1808	1884	33013
"Wright2-0973"	"Gage, Frances Dana"	"Steps upward"	"Utica, N.Y."	"Temperance Patriot Office"	1870	"F"	0	"White"	"Politics-Government-Activism"	"Activist"	"OH"	"OH"	"CT"	1808	1884	84859
"Wright2-0975"	"Gardiner, Frederic"	"The island of life"	"Boston"	"J. Munroe"	1851	"M"	0							1822	1889	10552
"Wright2-0976"	"Gardner."	"The life and death of Sam, in Virginia"	"Richmond, Va."	"Published for the author [by] A. Morris"	1856											78177
"Wright2-0978"	"Gardner, Celia E."	"Tested, or, Hope's fruition"	"New York"	"G.W. Carleton"	1874	"F"	1							1844		102010
"Wright2-0981"	"Gardner, H. C., Mrs."	"Glimpses of our lake region in 1863"	"New York"	"Nelson & Phillips"	1874	"F"	1									81254
"Wright2-0993A"	"James, Brother"	"Gerald O'Reilly, or, The triumph of principle"	"Dublin"	"J. Duffy"	1856	"M"	1									16252
"Wright2-0995"	"Anonymous"	"Gerard Carlton"	"New York"	"American News Co."	1866											192958
"Wright2-0997"	"Gersoni, Henry"	"Sketches of Jewish life and history"	"New York"	"Hebrew Orphan Asylum Printing Establishment"	1873	"M"	0	"White"	"Church"	"Rabbi"	"Russia"	"NY"	"NY"	1844	1897	57706
"Wright2-1000"	"Aldrich, Thomas Bailey"	"Gifts of genius"	"New York"	"Printed for C.A. Davenport"	1859	"M"	0	"White"	"Writer"	"Travel Writer"	"NH"		"MA"	1836	1907	46822
"Wright2-1002"	"Kirk, Edmund"	"Among the guerillas"	"New York"	"Carleton"	1866	"M"	0							1822	1903	58867
"Wright2-1003"	"Gilmore, James R."	"Among the pines"	"New York"	"J.R. Gilmore"	1862	"M"	0							1822	1903	74176
"Wright2-1004"	"Gilmore, James R."	"Down in Tennessee"	"New York"	"Carleton"	1864	"M"	0							1822	1903	77691
"Wright2-1005"	"Gilmore, James R."	"My southern friends"	"New York"	"Carleton"	1863	"M"	0							1822	1903	79562
"Wright2-1016"	"Grainger, Arthur M."	"Golden feather; or, The buccaneer of King's Bridge"	"New York"	"F.A. Brady"	1860	"M"	1									69974
"Wright2-1018"	"Anonymous"	"The Great \"Trunk Mystery\" of New York City"	"Philadelphia"	"Barclay"	1871											33231
"Wright2-1018A"	"Greeley, Robert F."	"Cedar Cliff, or, The mystery of the haunted acre"	"New York"	"H.L. Williams"	1872	"M"	1									71053
"Wright2-1033"	"Allen, William G."	"Autographs for freedom"	"Boston"	"J.P. Jewett"	1853	"M"	0								1853	56450
"Wright2-1034"	"Abbott, Jacob"	"Autographs for freedom"	"Auburn, N.Y."	"Alden Beardsley"	1854	"M"	0		"Church"	"Preacher"	"ME"		"ME"	1803	1879	50384
"Wright2-1035"	"Smith, F. Irene Burge"	"Asleep"	"New York"	"T.B. Ventrea"	1871	"F"	0	"White"	"Writer"	"Writer"	"RI"	"NY"	"RI"	1826	1900	22200
"Wright2-1036"	"Smith, F. Irene Burge"	"The bishop and Nanette"	"New York"	"T. Whittaker"	1873	"F"	0	"White"	"Writer"	"Writer"	"RI"	"NY"	"RI"	1826	1900	54815
"Wright2-1039"	"Griswold, V. M."	"Hugo Blanc, the artist"	"New York"	"Hilton"	1867											138005
"Wright2-1039A"	"Guernsey, Clara F."	"The merman and the figure-head"	"Philadelphia"	"Lippincott"	1871	"F"	1							1836		20343
"Wright2-1041"	"Guernsey, Lucy Ellen"	"Lady Rosamond's book"	"New York"	"T. Whittaker"	1874	"F"	0	"White"	"Writer"	"Writer"	"NY"			1826	1899	78682
"Wright2-1051"	"Hale, Edward Everett"	"Christmas Eve and Christmas Day"	"Boston"	"Roberts"	1873	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	60979
"Wright2-1052"	"Hale, Edward Everett"	"His level best, and other stories"	"Boston"	"J.R. Osgood"	1873	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	75287
"Wright2-1053"	"Hale, Edward Everett"	"If, yes, and perhaps"	"Boston"	"Ticknor and Fields"	1868	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	76212
"Wright2-1054"	"Hale, Edward Everett"	"In His name"	"Boston"	"Published by the proprietors of Old and New"	1873	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	51424
"Wright2-1055"	"Hale, Edward Everett"	"The Ingham papers"	"Boston"	"Fields, Osgood"	1869	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	71085
"Wright2-1056"	"Hale, Edward Everett"	"The man without a country"	"Boston"	"Ticknor and Fields"	1865	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	10490
"Wright2-1057"	"Hale, Edward Everett"	"Our new crusade"	"Boston"	"Roberts Brothers"	1875	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	53682
"Wright2-1058"	"Hale, Edward Everett"	"Six of one by half a dozen of the other"	"Boston"	"Roberts Brothers"	1872	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	53246
"Wright2-1059"	"Hale, Edward Everett"	"Sybaris and other homes"	"Boston"	"Fields, Osgood"	1869	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	48467
"Wright2-1060"	"Hale, Edward Everett"	"Ten times one is ten"	"Boston"	"Roberts"	1871	"M"	0	"White"	"Church"	"Minister"	"MA"	"MA"	"MA"	1822	1909	26912
"Wright2-1083"	"Hammond, Henrietta Hardy"	"Her waiting heart"	"New York"	"Authors' Publishing Co."	1875	"F"	0							1854	1888	50657
"Wright2-1084"	"Hammond, S. H."	"Country margins and rambles of a journalist"	"New York"	"J.C. Derby"	1855	"M"	0	"White"	"Politics-Government-Activism"	"Politician"	"NY"	"NY"	"NY"	1809	1878	85293
"Wright2-1085"	"Hammond, William Alexander"	"Robert Severne, his friends and his enemies"	"Philadelphia"	"J.B. Lippincott"	1867	"M"	0	"White"	"Medicine"	"Neurologist"	"MD"	"DC"	"DC"	1828	1900	144516
"Wright2-1086"	"Hampden, Allen."	"Hartley Norman"	"New York"	"Rudd & Carleton"	1859	"M"	1									76928
"Wright2-1101"	"Harrelle, Albert J."	"The life and private confessions of an ex-convict"	"Indianapolis"	"Novelty Publishing"	1875	"M"	1							1857		21231
"Wright2-1115"	"Harte, Bret"	"Condensed novels"	"New York"	"G.W. Carleton"	1867	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"NY"	"CA"	"England"	1836	1902	63924
"Wright2-1116"	"Harte, Bret"	"Condensed novels"	"Boston"	"J.R. Osgood"	1871	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"NY"	"CA"	"England"	1836	1902	33018
"Wright2-1118"	"Harte, Bret"	"The luck of Roaring Camp"	"Boston"	"Fields, Osgood"	1870	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"NY"	"CA"	"England"	1836	1902	55841
"Wright2-1119"	"Harte, Bret"	"Mrs. Skaggs's husbands"	"Boston"	"J.R. Osgood"	1873	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"NY"	"CA"	"England"	1836	1902	75357
"Wright2-1120"	"Harte, Bret"	"Mliss"	"New York"	"R.M. De Witt"	1873	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"NY"	"CA"	"England"	1836	1902	138466
"Wright2-1121"	"Harte, Bret"	"Tales of the Argonauts"	"Boston"	"J.R. Osgood"	1875	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"NY"	"CA"	"England"	1836	1902	60816
"Wright2-1132"	"Hawthorne, Julian"	"Bressant"	"New York"	"Appleton"	1873	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"MA"	"NY"	"CA"	1846	1934	97834
"Wright2-1133"	"Hawthorne, Julian"	"Idolatry"	"Boston"	"James R. Osgood"	1874	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"MA"	"NY"	"CA"	1846	1934	77504
"Wright2-1134"	"Hawthorne, Nathaniel"	"The Blithedale romance"	"Boston"	"Ticknor, Reed, and Fields"	1852	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	75647
"Wright2-1135"	"Hawthorne, Nathaniel"	"The house of seven gables"	"Boston"	"Ticknor and Fields"	1851	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	102075
"Wright2-1136v1"	"Hawthorne, Nathaniel"	"The marble faun, or, The romance of Monti Beni, vol. 1"	"Boston"	"Ticknor and Fields"	1860	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	67640
"Wright2-1136v2"	"Hawthorne, Nathaniel"	"The marble faun, or, The romance of Monti Beni, vol. 2"	"Boston"	"Ticknor and Fields"	1860	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	71402
"Wright2-1137v2"	"Hawthorne, Nathaniel"	"The marble faun, or, The romance of Monte Beni, vol. 2"	"Boston"	"Ticknor and Fields"	1860	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	71400
"Wright2-1138v1"	"Hawthorne, Nathaniel"	"Mosses from an old manse, vol. 1"	"Boston"	"Ticknor and Fields"	1854	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	77428
"Wright2-1138v2"	"Hawthorne, Nathaniel"	"Mosses from an old manse, vol. 2"	"Boston"	"Ticknor and Fields"	1854	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	80654
"Wright2-1139"	"Hawthorne, Nathaniel"	"Septimius Felton, or The elixir of life"	"Boston"	"J.R. Osgood"	1872	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	61805
"Wright2-1140"	"Hawthorne, Nathaniel"	"The snow-image and other twice-told tales"	"Boston"	"Ticknor, Reed, and Fields"	1852	"M"	0	"White"	"Politics-Government-Activism"	"Consul"	"MA"	"MA"	"NH"	1804	1864	71879
"Wright2-1156"	"Hentz, Caroline Lee"	"Courtship and marriage, or, The joys and sorrows of American life"	"Philadelphia"	"T. B. Peterson & Brothers"	1856	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	131491
"Wright2-1158"	"Hentz, Caroline Lee"	"Ernest Linwood"	"Boston"	"J.P. Jewett"	1856	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	155879
"Wright2-1159"	"Hentz, Caroline Lee"	"Helen and Arthur, or, Miss Thusa's spinning wheel"	"Philadelphia"	"A. Hart"	1853	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	84660
"Wright2-1160"	"Hentz, Caroline Lee"	"The lost daughter"	"Philadelphia"	"T. B. Peterson & Brothers"	1857	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	113562
"Wright2-1161"	"Hentz, Caroline Lee"	"Marcus Warland, or, The Long Moss Spring"	"Philadelphia"	"A. Hart"	1852	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	99620
"Wright2-1162"	"Hentz, Caroline Lee"	"The mob cap"	"Philadelphia"	"T. B. Peterson & Brothers"	1852	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	69438
"Wright2-1163v1"	"Hentz, Caroline Lee"	"The planter's Northern bride, vol. 1"	"Philadelphia"	"A. Hart"	1854	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	69978
"Wright2-1164"	"Hentz, Caroline Lee"	"Rena, or, The snow bird"	"Philadelphia"	"A. Hart"	1851	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	86278
"Wright2-1165"	"Hentz, Caroline Lee"	"Robert Graham"	"Philadelphia"	"Parry & McMillan"	1855	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	84758
"Wright2-1166"	"Hentz, Caroline Lee"	"Ugly Effie, or, The neglected one and the pet beauty"	"Philadelphia"	"T. B. Peterson & Brothers"	1852	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	65805
"Wright2-1167"	"Hentz, Caroline Lee"	"The victim of excitement"	"Philadelphia"	"A. Hart"	1853	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	99544
"Wright2-1168"	"Hentz, Caroline Lee"	"The banished son"	"Philadelphia"	"T. B. Peterson & Brothers"	1856	"F"	0	"White"	"Education"	"Teacher"	"MA"	"NC"	"FL"	1800	1856	101892
"Wright2-1249v1"	"Holmes, Oliver Wendell"	"Elsie Venner, vol. 1"	"Boston"	"Ticknor and Fields"	1861	"M"	0	"White"	"Medicine"	"Physician"	"MA"	"MA"	"MA"	1809	1894	65748
"Wright2-1249v2"	"Holmes, Oliver Wendell"	"Elsie Venner, vol. 2"	"Boston"	"Ticknor and Fields"	1861	"M"	0	"White"	"Medicine"	"Physician"	"MA"	"MA"	"MA"	1809	1894	73020
"Wright2-1271"	"Hosmer, Hezekiah L."	"Adela, the octoroon"	"Columbus [Ohio]"	"Follett, Foster"	1860	"M"	1									113154
"Wright2-1272"	"Hosmer, Hezekiah L."	"The octoroon"	"New York"	"Follett, Foster"	1863	"M"	1									87749
"Wright2-1287"	"Howells, William Dean"	"A chance acquaintance"	"Boston"	"J.R. Osgood"	1873	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"OH"	"MA"	"NY"	1837	1920	60546
"Wright2-1288"	"Howells, William Dean"	"A foregone conclusion"	"Boston"	"J.R. Osgood"	1875	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"OH"	"MA"	"NY"	1837	1920	63383
"Wright2-1289"	"Howells, William Dean"	"Their wedding journey"	"Boston"	"J.R. Osgood"	1872	"M"	0	"White"	"Editor-Critic-Journalist"	"Critic"	"OH"	"MA"	"NY"	1837	1920	65381
"Wright2-1314"	"Ilsley, Charles P."	"Forest and shore, or, Legends of the Pine-tree state"	"Boston"	"J.P. Jewett"	1856	"M"	0	"White"	"Editor-Critic-Journalist"	"Journalist"	"ME"	"ME"	"MA"	1807	1887	114946
"Wright2-1315"	"Ingraham, J. H."	"Mortimer, or, The bankrupt's heiress"	"New York"	"F.A. Brady"	1865	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	70252
"Wright2-1319A"	"Ingraham, J. H."	"Rivingstone, or, The young ranger hussar"	"New York"	"De Witt & Davenport"	1855	"M"	0	"White"	"Church"	"Minister"	"ME"	"MS"	"MS"	1809	1860	53476
"Wright2-1383"	"Hazel, Harry"	"The brigand, or, The mountain chief"	"New York"	"H. Long"	1852	"M"	0	"White"						1814	1889	37046
"Wright2-1384"	"Hazel, Harry"	"The doomed ship, or, The wreck of the Arctic regions"	"Philadelphia"	"T. B. Peterson & Brothers"	1864	"M"	0	"White"						1814	1889	43123
"Wright2-1385"	"Hazel, Harry"	"The flying artillerist, or, The child of the battle-field"	"Philadelphia"	"T. B. Peterson & Brothers"	1853	"M"	0	"White"						1814	1889	25762
"Wright2-1388"	"Hazel, Harry"	"Gallant Tom, or, The perils of the ocean"	"New York"	"H. Long"	1852	"M"	0	"White"						1814	1889	56487
"Wright2-1389"	"Hazel, Harry"	"The gold seekers, or, The cruise of the Lively Sally"	"New York"	"H. Long"	1853	"M"	0	"White"						1814	1889	79849
"Wright2-1391"	"Hazel, Harry"	"Harry Tempest, or, The pirate's protege"	"New York"	"H. Long"	1853	"M"	0	"White"						1814	1889	34477
"Wright2-1392"	"Hazel, Harry"	"Jack Junk, or, The tar for all weathers"	"New York"	"H. Long"	1853	"M"	0	"White"						1814	1889	42327
"Wright2-1393"	"Hazel, Harry"	"Jack Waid, the cobbler of Gotham"	"Philadelphia"	"A. Winch"	1856	"M"	0	"White"						1814	1889	40008
"Wright2-1395"	"Hazel, Harry"	"Marie, or, The gambler of the Mississippi"	"New York"	"E.D. Long"	1861	"M"	0	"White"						1814	1889	60856
"Wright2-1396"	"Hazel, Harry"	"Old Put, or, The days of seventy-six"	"New York"	"H. Long"	1850	"M"	0	"White"						1814	1889	105724
"Wright2-1397"	"Hazel, Harry"	"The pirate's son"	"Philadelphia"	"T. B. Peterson & Brothers"	1855	"M"	0	"White"						1814	1889	36122
"Wright2-1399"	"Hazel, Harry"	"The rebel bride"	"New York"	"H. Long"	1853	"M"	0	"White"						1814	1889	31345
"Wright2-1399A"	"Hazel, Harry"	"The smuggler king! or, The rovers of the Antilles"	"Boston"	"[s.n.]"	1855	"M"	0	"White"						1814	1889	51354
"Wright2-1401"	"Hazel, Harry"	"The three pirates, or, The virgin of the islet"	"New York"	"H. Long"	1853	"M"	0	"White"						1814	1889	38142
"Wright2-1402"	"Hazel, Harry"	"Valdez, the pirate, or, Scenes off Long Island"	"New York"	"H. Long"	1853	"M"	0	"White"						1814	1889	27666
"Wright2-1403"	"Hazel, Harry"	"Virginia Graham"	"Boston"	"Loring"	1867	"M"	0	"White"						1814	1889	102984
"Wright2-1411"	"Buntline, Ned"	"Agnes, or, The beautiful milliner"	"New York"	"Publishers and Booksellers"	1874	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	55652
"Wright2-1419"	"Buntline, Ned"	"The convict, or, The conspirators' victim"	"New York"	"Dick & Fitzgerald"	1863	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	99446
"Wright2-1422"	"Buntline, Ned"	"Ella Adams, or, The demon of fire"	"New York"	"F.A. Brady"	1862	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	68453
"Wright2-1423"	"Buntline, Ned"	"English Tom, or, The smuggler's secret"	"New York"	"F.A. Brady"	1858	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	67811
"Wright2-1430"	"Buntline, Ned"	"The last of the buccaneers"	"New York"	"Garrett"	1856	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	37470
"Wright2-1434"	"Buntline, Ned"	"Magdalena, the outcast, or, The millionaire's daughter"	"New York"	"Hilton"	1866	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	59493
"Wright2-1436"	"Buntline, Ned"	"Mermet Ben, or, The astrologer king"	"New York"	"Hilton"	1865	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	57930
"Wright2-1453"	"Buntline, Ned"	"The white cruiser, or, The fate of the unheard-of"	"New York"	"Garrett"	1853	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	55946
"Wright2-1454"	"Buntline, Ned"	"The white wizard, or, The great prophet of the Seminoles"	"New York"	"F.A. Brady"	1858	"M"	0	"White"	"Editor-Critic-Journalist"	"Publisher"	"NY"	"NY"	"NY"	1821	1886	70620
"Wright2-1479"	"Kinzie, John H., Mrs."	"Mark Logan, the bourgeois"	"Philadelphia"	"Lippincott"	1871	"F"	0	"White"	"Education"	"Historian"	"CT"	"IL"	"NY"	1806	1870	200218
"Wright2-1486"	"Kip, Leonard"	"The volcano diggings"	"New York"	"J.S. Redfield"	1851	"M"	0	"White"	"Law"	"Lawyer"	"NY"	"NY"	"NY"	1826	1906	28771
"Wright2-1488"	"Kirkland, Caroline M."	"Autumn hours, and fireside reading"	"New York"	"Scribner"	1854	"F"	0	"White"	"Education"	"Teacher"	"NY"	"MI"	"NY"	1801	1864	86045
"Wright2-1489"	"Kirkland, Caroline M."	"A book for the home circle, or, Familiar thoughts on various topics, literary, moral and social"	"New York"	"Scribner"	1853	"F"	0	"White"	"Education"	"Teacher"	"NY"	"MI"	"NY"	1801	1864	91130
"Wright2-1490"	"Kirkland, Caroline M."	"The evening book, or, Fireside talk on morals and manners, with sketches of Western life /"	"New York"	"Scribner"	1852	"F"	0	"White"	"Education"	"Teacher"	"NY"	"MI"	"NY"	1801	1864	93072
"Wright2-1551"	"Anonymous"	"The life of General M. D. Stanley"	"Baltimore"	"A. P. Orton"	1854											11242
